province,year,batch,category,university_code,university_name,major_group,major_group,major_code,major_name,major_note,subject_req,plan_count,duration,tuition
上海,2025,零志愿批,综合,32,北京大学,03202,02,16,理科试验班类(元培),含数学类、物理学类、地球物理学类、计算机类、电子信息类专业,物理和化学,1,4.0,5300.0
上海,2025,零志愿批,综合,32,北京大学,03201,01,7,中国语言文学类,含汉语言文学、汉语言、古典文献学、应用语言学专业,不限科目,1,4.0,5000.0
上海,2025,零志愿批,综合,32,北京大学,03202,02,24,电子信息类,含电子信息科学与技术、微电子科学与工程专业,物理和化学,1,4.0,5300.0
上海,2025,零志愿批,综合,33,北京大学医学部,03301,01,1,口腔医学,八年制本博连读。无色盲,物理和化学,1,8.0,6000.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,10,财务管理(西语复合),"辅修西班牙语专业,复合型人才培养,合格者同时授予辅修学士学位",不限科目,1,4.0,4200.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,1,金融学(数智金融方向),"辅修英语专业,复合型人才培养,合格者同时授予辅修学士学位",不限科目,1,4.0,4200.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,6,保加利亚语,,不限科目,1,4.0,5000.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,5,希伯来语,,不限科目,1,4.0,5000.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,7,罗马尼亚语,,不限科目,1,4.0,5000.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,11,财务管理(智能财务方向),"辅修英语专业,复合型人才培养,合格者同时授予辅修学士学位",不限科目,1,4.0,4200.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,4,日语,"中日人文交流国际复合。“2+2”赴日自费项目,大一在延庆校区,大二在朝阳校区,大三大四由日语学院遴选并自费至日本多所合作院校之一学习,达到两校培养方案要求可获双方院校学位",不限科目,1,4.0,5000.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,3,日语(漫画文创方向),,不限科目,1,4.0,5000.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,9,商务英语,"辅修市场营销专业,复合型人才培养,合格者同时授予辅修学士学位",不限科目,1,4.0,5000.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,2,阿拉伯语,,不限科目,1,4.0,5000.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,8,塞尔维亚语,,不限科目,1,4.0,5000.0
上海,2025,本科普通批,综合,228,北京第二外国语学院,22801,01,12,会展经济与管理(国际会展活动策划与运营方向),"辅修英语专业,复合型人才培养,合格者同时授予辅修学士学位",不限科目,1,4.0,4200.0
上海,2025,本科普通批,综合,235,北京第二外国语学院中瑞酒店管理学院,23501,01,7,酒店管理(酒店数字化运营管理),,不限科目,7,4.0,49800.0
上海,2025,本科普通批,综合,235,北京第二外国语学院中瑞酒店管理学院,23501,01,10,酒店管理(高端餐饮管理),,不限科目,3,4.0,49800.0
上海,2025,本科普通批,综合,235,北京第二外国语学院中瑞酒店管理学院,23501,01,1,金融学(国际班),"可自主选择与澳大利亚迪肯大学、新西兰梅西大学、英国萨塞克斯大学等40余所合作院校开设的中外联合培养项目,成绩合格可获得两校双学位。仅录取有该专业志愿考生",不限科目,2,4.0,59800.0
上海,2025,本科普通批,综合,235,北京第二外国语学院中瑞酒店管理学院,23501,01,9,酒店管理(国际课程班),"可自主选择与英国萨里大学、瑞士酒店管理大学等40余所合作院校开设的中外联合培养项目,成绩合格可获得两校双学位。仅录取有该专业志愿考生",不限科目,6,4.0,59800.0
上海,2025,本科普通批,综合,235,北京第二外国语学院中瑞酒店管理学院,23501,01,4,人力资源管理,,不限科目,6,4.0,49800.0
上海,2025,本科普通批,综合,235,北京第二外国语学院中瑞酒店管理学院,23501,01,5,健康服务与管理,,不限科目,4,4.0,49800.0
上海,2025,本科普通批,综合,235,北京第二外国语学院中瑞酒店管理学院,23501,01,2,财务管理,,不限科目,7,4.0,49800.0
上海,2025,本科普通批,综合,235,北京第二外国语学院中瑞酒店管理学院,23501,01,3,财务管理(国际班),"可自主选择与澳大利亚迪肯大学、新西兰梅西大学、英国萨塞克斯大学等40余所合作院校开设的中外联合培养项目,成绩合格可获得两校双学位。仅录取有该专业志愿考生",不限科目,2,4.0,59800.0
上海,2025,本科普通批,综合,235,北京第二外国语学院中瑞酒店管理学院,23501,01,6,健康服务与管理(中日国际班),"与日本帝京科学大学联合培养,成绩合格可获得两校双学位。仅录取有该专业志愿考生",不限科目,2,4.0,59800.0
上海,2025,本科普通批,综合,235,北京第二外国语学院中瑞酒店管理学院,23501,01,8,酒店管理(资产管理与投融资),,不限科目,4,4.0,49800.0
上海,2025,本科普通批,综合,246,北京电影学院,24604,04,4,影视技术,,不限科目,2,4.0,10000.0
上海,2025,本科普通批,综合,246,北京电影学院,24602,02,2,戏剧影视文学(动漫策划),,不限科目,1,4.0,8000.0
上海,2025,本科普通批,综合,246,北京电影学院,24605,05,5,文化产业管理,,历史,2,4.0,6000.0
上海,2025,本科普通批,综合,246,北京电影学院,24603,03,3,戏剧影视文学(剧作),,不限科目,2,4.0,8000.0
上海,2025,本科普通批,综合,246,北京电影学院,24601,01,1,电影学(制片与市场),,不限科目,3,4.0,8000.0
上海,2025,本科提前批,综合,59,北京电子科技学院,05901,01,2,计算机科学与技术,男1女1,物理和化学,2,4.0,4600.0
上海,2025,本科提前批,综合,59,北京电子科技学院,05901,01,1,电子信息工程,只招男生,物理和化学,1,4.0,4600.0
上海,2025,本科普通批,综合,225,北京工商大学,22501,01,1,会计学(注册会计师方向),,不限科目,5,4.0,4200.0
上海,2025,本科普通批,综合,225,北京工商大学,22502,02,2,财政学(数字财税方向),,物理,5,4.0,4200.0
上海,2025,本科普通批,综合,248,北京工业大学,24801,01,3,微电子科学与工程(实验班),,物理和化学,2,4.0,5000.0
上海,2025,本科普通批,综合,248,北京工业大学,24801,01,4,机器人工程,,物理和化学,2,4.0,5000.0
上海,2025,本科普通批,综合,248,北京工业大学,24801,01,5,计算机科学与技术(实验班),无色盲,物理和化学,3,4.0,5000.0
上海,2025,本科普通批,综合,248,北京工业大学,24801,01,6,生物医学工程(化生医工交叉双学士学位),无色盲、色弱,物理和化学,2,4.0,5000.0
